id_ptn,ptn_nama,jalur,id_prodi,kode_prodi,prodi,jenjang,portofolio,kelompok_bidang,is_fakultas,is_new,daya_tampung_kini,tahun,daya_tampung,peminat,terima,peminat_lag1,peminat_lag2,daya_tampung_lag1,terima_lag1,jumlah_prodi_ptn,total_peminat_ptn,proporsi_peminat_lokal,jumlah_provinsi_asal
141,UNIVERSITAS ANDALAS,SNBT,141007,11411007,KIMIA,S1,Tidak Ada,sains,0,0,50,2025,50,226,,191,161,52,,57,39985,0.7345,9
141,UNIVERSITAS ANDALAS,SNBT,141008,11411008,BIOLOGI,S1,Tidak Ada,sains,0,0,51,2021,51,303,,,,,,48,32548,0.703,13
141,UNIVERSITAS ANDALAS,SNBT,141008,11411008,BIOLOGI,S1,Tidak Ada,sains,0,0,51,2022,48,233,,303,,51,,48,34782,0.7511,11
141,UNIVERSITAS ANDALAS,SNBT,141008,11411008,BIOLOGI,S1,Tidak Ada,sains,0,0,51,2023,49,177,,233,303,48,,53,31579,0.6893,14
141,UNIVERSITAS ANDALAS,SNBT,141008,11411008,BIOLOGI,S1,Tidak Ada,sains,0,0,51,2024,53,136,,177,233,49,,56,38523,0.75,11
141,UNIVERSITAS ANDALAS,SNBT,141008,11411008,BIOLOGI,S1,Tidak Ada,sains,0,0,51,2025,52,204,,136,177,53,,57,39985,0.7157,11
141,UNIVERSITAS ANDALAS,SNBT,141009,11411009,MATEMATIKA,S1,Tidak Ada,sains,0,0,50,2021,41,297,,,,,,48,32548,0.7273,11
141,UNIVERSITAS ANDALAS,SNBT,141009,11411009,MATEMATIKA,S1,Tidak Ada,sains,0,0,50,2022,48,239,,297,,41,,48,34782,0.7113,12
141,UNIVERSITAS ANDALAS,SNBT,141009,11411009,MATEMATIKA,S1,Tidak Ada,sains,0,0,50,2023,48,156,,239,297,48,,53,31579,0.6923,10
141,UNIVERSITAS ANDALAS,SNBT,141009,11411009,MATEMATIKA,S1,Tidak Ada,sains,0,0,50,2024,50,116,,156,239,48,,56,38523,0.6897,12
141,UNIVERSITAS ANDALAS,SNBT,141009,11411009,MATEMATIKA,S1,Tidak Ada,sains,0,0,50,2025,51,126,,116,156,50,,57,39985,0.7857,10
141,UNIVERSITAS ANDALAS,SNBT,141010,11411010,FISIKA,S1,Tidak Ada,sains,0,0,50,2021,48,95,,,,,,48,32548,0.8211,8
141,UNIVERSITAS ANDALAS,SNBT,141010,11411010,FISIKA,S1,Tidak Ada,sains,0,0,50,2022,60,116,,95,,48,,48,34782,0.7586,9
141,UNIVERSITAS ANDALAS,SNBT,141010,11411010,FISIKA,S1,Tidak Ada,sains,0,0,50,2023,50,90,,116,95,60,,53,31579,0.7333,8
141,UNIVERSITAS ANDALAS,SNBT,141010,11411010,FISIKA,S1,Tidak Ada,sains,0,0,50,2024,53,57,,90,116,50,,56,38523,0.614,9
141,UNIVERSITAS ANDALAS,SNBT,141010,11411010,FISIKA,S1,Tidak Ada,sains,0,0,50,2025,56,80,,57,90,53,,57,39985,0.675,11
141,UNIVERSITAS ANDALAS,SNBT,141011,11411011,TEKNIK KOMPUTER,S1,Tidak Ada,teknik,0,0,50,2021,34,778,,,,,,48,32548,0.7995,16
141,UNIVERSITAS ANDALAS,SNBT,141011,11411011,TEKNIK KOMPUTER,S1,Tidak Ada,teknik,0,0,50,2022,40,914,,778,,34,,48,34782,0.7954,15
141,UNIVERSITAS ANDALAS,SNBT,141011,11411011,TEKNIK KOMPUTER,S1,Tidak Ada,teknik,0,0,50,2023,40,640,,914,778,40,,53,31579,0.7469,15
141,UNIVERSITAS ANDALAS,SNBT,141011,11411011,TEKNIK KOMPUTER,S1,Tidak Ada,teknik,0,0,50,2024,41,645,,640,914,40,,56,38523,0.7752,14
141,UNIVERSITAS ANDALAS,SNBT,141011,11411011,TEKNIK KOMPUTER,S1,Tidak Ada,teknik,0,0,50,2025,50,662,,645,640,41,,57,39985,0.7538,13
141,UNIVERSITAS ANDALAS,SNBT,141012,11411012,PETERNAKAN,S1,Tidak Ada,pertanian,0,0,172,2021,145,673,,,,,,48,32548,0.8098,13
141,UNIVERSITAS ANDALAS,SNBT,141012,11411012,PETERNAKAN,S1,Tidak Ada,pertanian,0,0,172,2022,165,598,,673,,145,,48,34782,0.801,13
141,UNIVERSITAS ANDALAS,SNBT,141012,11411012,PETERNAKAN,S1,Tidak Ada,pertanian,0,0,172,2023,177,568,,598,673,165,,53,31579,0.8011,14
141,UNIVERSITAS ANDALAS,SNBT,141012,11411012,PETERNAKAN,S1,Tidak Ada,pertanian,0,0,172,2024,178,464,,568,598,177,,56,38523,0.8599,11
141,UNIVERSITAS ANDALAS,SNBT,141012,11411012,PETERNAKAN,S1,Tidak Ada,pertanian,0,0,172,2025,173,522,,464,568,178,,57,39985,0.8008,12
141,UNIVERSITAS ANDALAS,SNBT,141013,11411013,TEKNIK MESIN,S1,Tidak Ada,teknik,0,0,60,2021,60,637,,,,,,48,32548,0.7739,15
141,UNIVERSITAS ANDALAS,SNBT,141013,11411013,TEKNIK MESIN,S1,Tidak Ada,teknik,0,0,60,2022,61,634,,637,,60,,48,34782,0.7808,13
141,UNIVERSITAS ANDALAS,SNBT,141013,11411013,TEKNIK MESIN,S1,Tidak Ada,teknik,0,0,60,2023,60,601,,634,637,61,,53,31579,0.7188,14
141,UNIVERSITAS ANDALAS,SNBT,141013,11411013,TEKNIK MESIN,S1,Tidak Ada,teknik,0,0,60,2024,60,732,,601,634,60,,56,38523,0.7937,12
141,UNIVERSITAS ANDALAS,SNBT,141013,11411013,TEKNIK MESIN,S1,Tidak Ada,teknik,0,0,60,2025,60,884,,732,601,60,,57,39985,0.7172,14
141,UNIVERSITAS ANDALAS,SNBT,141014,11411014,TEKNIK SIPIL,S1,Tidak Ada,teknik,0,0,71,2021,72,1141,,,,,,48,32548,0.752,16
141,UNIVERSITAS ANDALAS,SNBT,141014,11411014,TEKNIK SIPIL,S1,Tidak Ada,teknik,0,0,71,2022,72,1046,,1141,,72,,48,34782,0.7467,14
141,UNIVERSITAS ANDALAS,SNBT,141014,11411014,TEKNIK SIPIL,S1,Tidak Ada,teknik,0,0,71,2023,72,958,,1046,1141,72,,53,31579,0.7004,13
141,UNIVERSITAS ANDALAS,SNBT,141014,11411014,TEKNIK SIPIL,S1,Tidak Ada,teknik,0,0,71,2024,70,1094,,958,1046,72,,56,38523,0.7358,17
141,UNIVERSITAS ANDALAS,SNBT,141014,11411014,TEKNIK SIPIL,S1,Tidak Ada,teknik,0,0,71,2025,65,1045,,1094,958,70,,57,39985,0.7598,15
141,UNIVERSITAS ANDALAS,SNBT,141015,11411015,TEKNIK INDUSTRI,S1,Tidak Ada,teknik,0,0,51,2021,52,878,,,,,,48,32548,0.7062,16
141,UNIVERSITAS ANDALAS,SNBT,141015,11411015,TEKNIK INDUSTRI,S1,Tidak Ada,teknik,0,0,51,2022,52,967,,878,,52,,48,34782,0.7011,17
141,UNIVERSITAS ANDALAS,SNBT,141015,11411015,TEKNIK INDUSTRI,S1,Tidak Ada,teknik,0,0,51,2023,53,1057,,967,878,52,,53,31579,0.6566,18
141,UNIVERSITAS ANDALAS,SNBT,141015,11411015,TEKNIK INDUSTRI,S1,Tidak Ada,teknik,0,0,51,2024,52,1113,,1057,967,53,,56,38523,0.7008,14
141,UNIVERSITAS ANDALAS,SNBT,141015,11411015,TEKNIK INDUSTRI,S1,Tidak Ada,teknik,0,0,51,2025,50,1372,,1113,1057,52,,57,39985,0.6793,16
141,UNIVERSITAS ANDALAS,SNBT,141016,11411016,TEKNIK LINGKUNGAN,S1,Tidak Ada,teknik,0,0,64,2021,48,699,,,,,,48,32548,0.7568,14
141,UNIVERSITAS ANDALAS,SNBT,141016,11411016,TEKNIK LINGKUNGAN,S1,Tidak Ada,teknik,0,0,64,2022,48,599,,699,,48,,48,34782,0.7312,16
141,UNIVERSITAS ANDALAS,SNBT,141016,11411016,TEKNIK LINGKUNGAN,S1,Tidak Ada,teknik,0,0,64,2023,52,587,,599,699,48,,53,31579,0.6695,12
141,UNIVERSITAS ANDALAS,SNBT,141016,11411016,TEKNIK LINGKUNGAN,S1,Tidak Ada,teknik,0,0,64,2024,50,613,,587,599,52,,56,38523,0.7031,15
141,UNIVERSITAS ANDALAS,SNBT,141016,11411016,TEKNIK LINGKUNGAN,S1,Tidak Ada,teknik,0,0,64,2025,64,899,,613,587,50,,57,39985,0.6963,13
141,UNIVERSITAS ANDALAS,SNBT,141017,11411017,TEKNIK ELEKTRO,S1,Tidak Ada,teknik,0,0,70,2021,60,645,,,,,,48,32548,0.7798,12
141,UNIVERSITAS ANDALAS,SNBT,141017,11411017,TEKNIK ELEKTRO,S1,Tidak Ada,teknik,0,0,70,2022,61,632,,645,,60,,48,34782,0.7753,12
141,UNIVERSITAS ANDALAS,SNBT,141017,11411017,TEKNIK ELEKTRO,S1,Tidak Ada,teknik,0,0,70,2023,69,566,,632,645,61,,53,31579,0.7226,14
141,UNIVERSITAS ANDALAS,SNBT,141017,11411017,TEKNIK ELEKTRO,S1,Tidak Ada,teknik,0,0,70,2024,70,633,,566,632,69,,56,38523,0.7599,13
141,UNIVERSITAS ANDALAS,SNBT,141017,11411017,TEKNIK ELEKTRO,S1,Tidak Ada,teknik,0,0,70,2025,70,815,,633,566,70,,57,39985,0.7313,13
141,UNIVERSITAS ANDALAS,SNBT,141018,11411018,FARMASI,S1,Tidak Ada,kesehatan,0,0,70,2021,60,2134,,,,,,48,32548,0.5197,22
141,UNIVERSITAS ANDALAS,SNBT,141018,11411018,FARMASI,S1,Tidak Ada,kesehatan,0,0,70,2022,68,2458,,2134,,60,,48,34782,0.5199,25
141,UNIVERSITAS ANDALAS,SNBT,141018,11411018,FARMASI,S1,Tidak Ada,kesehatan,0,0,70,2023,68,2159,,2458,2134,68,,53,31579,0.4928,20
141,UNIVERSITAS ANDALAS,SNBT,141018,11411018,FARMASI,S1,Tidak Ada,kesehatan,0,0,70,2024,71,2196,,2159,2458,68,,56,38523,0.5578,21
141,UNIVERSITAS ANDALAS,SNBT,141018,11411018,FARMASI,S1,Tidak Ada,kesehatan,0,0,70,2025,63,2024,,2196,2159,71,,57,39985,0.5771,21
141,UNIVERSITAS ANDALAS,SNBT,141019,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,S1,Tidak Ada,pertanian,0,0,60,2021,46,229,,,,,,48,32548,0.8035,12
141,UNIVERSITAS ANDALAS,SNBT,141019,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,S1,Tidak Ada,pertanian,0,0,60,2022,52,276,,229,,46,,48,34782,0.8333,8
141,UNIVERSITAS ANDALAS,SNBT,141019,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,S1,Tidak Ada,pertanian,0,0,60,2023,50,249,,276,229,52,,53,31579,0.7189,10
141,UNIVERSITAS ANDALAS,SNBT,141019,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,S1,Tidak Ada,pertanian,0,0,60,2024,49,227,,249,276,50,,56,38523,0.7445,11
141,UNIVERSITAS ANDALAS,SNBT,141019,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,S1,Tidak Ada,pertanian,0,0,60,2025,57,341,,227,249,49,,57,39985,0.7507,11
141,UNIVERSITAS ANDALAS,SNBT,141020,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,Tidak Ada,pertanian,0,0,50,2021,46,309,,,,,,48,32548,0.8382,10
141,UNIVERSITAS ANDALAS,SNBT,141020,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,Tidak Ada,pertanian,0,0,50,2022,50,233,,309,,46,,48,34782,0.8455,10
141,UNIVERSITAS ANDALAS,SNBT,141020,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,Tidak Ada,pertanian,0,0,50,2023,57,249,,233,309,50,,53,31579,0.7711,10
141,UNIVERSITAS ANDALAS,SNBT,141020,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,Tidak Ada,pertanian,0,0,50,2024,53,209,,249,233,57,,56,38523,0.8086,12
141,UNIVERSITAS ANDALAS,SNBT,141020,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,Tidak Ada,pertanian,0,0,50,2025,50,463,,209,249,53,,57,39985,0.7603,12
141,UNIVERSITAS ANDALAS,SNBT,141021,11411021,SISTEM INFORMASI,S1,Tidak Ada,teknik,0,0,48,2021,35,1079,,,,,,48,32548,0.7683,16
141,UNIVERSITAS ANDALAS,SNBT,141021,11411021,SISTEM INFORMASI,S1,Tidak Ada,teknik,0,0,48,2022,40,1174,,1079,,35,,48,34782,0.77,17
141,UNIVERSITAS ANDALAS,SNBT,141021,11411021,SISTEM INFORMASI,S1,Tidak Ada,teknik,0,0,48,2023,41,963,,1174,1079,40,,53,31579,0.7539,14
141,UNIVERSITAS ANDALAS,SNBT,141021,11411021,SISTEM INFORMASI,S1,Tidak Ada,teknik,0,0,48,2024,41,1170,,963,1174,41,,56,38523,0.7496,13
141,UNIVERSITAS ANDALAS,SNBT,141021,11411021,SISTEM INFORMASI,S1,Tidak Ada,teknik,0,0,48,2025,50,989,,1170,963,41,,57,39985,0.7654,18
141,UNIVERSITAS ANDALAS,SNBT,141022,11411022,PSIKOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,52,2021,60,1282,,,,,,48,32548,0.5616,23
141,UNIVERSITAS ANDALAS,SNBT,141022,11411022,PSIKOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,52,2022,61,1392,,1282,,60,,48,34782,0.5352,23
141,UNIVERSITAS ANDALAS,SNBT,141022,11411022,PSIKOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,52,2023,54,1229,,1392,1282,61,,53,31579,0.572,22
141,UNIVERSITAS ANDALAS,SNBT,141022,11411022,PSIKOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,52,2024,53,1163,,1229,1392,54,,56,38523,0.5752,23
141,UNIVERSITAS ANDALAS,SNBT,141022,11411022,PSIKOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,52,2025,52,888,,1163,1229,53,,57,39985,0.5833,19
141,UNIVERSITAS ANDALAS,SNBT,141023,11411023,ILMU TANAH,S1,Tidak Ada,pertanian,0,0,57,2021,49,236,,,,,,48,32548,0.8263,9
141,UNIVERSITAS ANDALAS,SNBT,141023,11411023,ILMU TANAH,S1,Tidak Ada,pertanian,0,0,57,2022,60,297,,236,,49,,48,34782,0.7811,11
141,UNIVERSITAS ANDALAS,SNBT,141023,11411023,ILMU TANAH,S1,Tidak Ada,pertanian,0,0,57,2023,58,219,,297,236,60,,53,31579,0.79,11
141,UNIVERSITAS ANDALAS,SNBT,141023,11411023,ILMU TANAH,S1,Tidak Ada,pertanian,0,0,57,2024,61,204,,219,297,58,,56,38523,0.799,6
141,UNIVERSITAS ANDALAS,SNBT,141023,11411023,ILMU TANAH,S1,Tidak Ada,pertanian,0,0,57,2025,57,215,,204,219,61,,57,39985,0.8279,12
141,UNIVERSITAS ANDALAS,SNBT,141024,11411024,AGROEKOTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,67,2021,67,499,,,,,,48,32548,0.5411,14
141,UNIVERSITAS ANDALAS,SNBT,141024,11411024,AGROEKOTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,67,2022,75,182,,499,,67,,48,34782,0.6429,10
141,UNIVERSITAS ANDALAS,SNBT,141024,11411024,AGROEKOTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,67,2023,77,182,,182,499,75,,53,31579,0.5989,8
141,UNIVERSITAS ANDALAS,SNBT,141024,11411024,AGROEKOTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,67,2024,68,151,,182,182,77,,56,38523,0.6424,8
141,UNIVERSITAS ANDALAS,SNBT,141024,11411024,AGROEKOTEKNOLOGI,S1,Tidak Ada,pertanian,0,0,67,2025,75,179,,151,182,68,,57,39985,0.5642,11
141,UNIVERSITAS ANDALAS,SNBT,141025,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,Tidak Ada,pertanian,0,0,60,2021,40,129,,,,,,48,32548,0.8062,7
141,UNIVERSITAS ANDALAS,SNBT,141025,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,Tidak Ada,pertanian,0,0,60,2022,50,139,,129,,40,,48,34782,0.8273,7
141,UNIVERSITAS ANDALAS,SNBT,141025,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,Tidak Ada,pertanian,0,0,60,2023,60,111,,139,129,50,,53,31579,0.8739,6
141,UNIVERSITAS ANDALAS,SNBT,141025,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,Tidak Ada,pertanian,0,0,60,2024,56,97,,111,139,60,,56,38523,0.866,4
141,UNIVERSITAS ANDALAS,SNBT,141025,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,Tidak Ada,pertanian,0,0,60,2025,57,131,,97,111,56,,57,39985,0.8626,7
141,UNIVERSITAS ANDALAS,SNBT,141026,11411026,KEBIDANAN,S1,Tidak Ada,kesehatan,0,0,35,2021,32,611,,,,,,48,32548,0.6367,14
141,UNIVERSITAS ANDALAS,SNBT,141026,11411026,KEBIDANAN,S1,Tidak Ada,kesehatan,0,0,35,2022,40,808,,611,,32,,48,34782,0.6349,17
141,UNIVERSITAS ANDALAS,SNBT,141026,11411026,KEBIDANAN,S1,Tidak Ada,kesehatan,0,0,35,2023,36,550,,808,611,40,,53,31579,0.6527,16
141,UNIVERSITAS ANDALAS,SNBT,141026,11411026,KEBIDANAN,S1,Tidak Ada,kesehatan,0,0,35,2024,36,608,,550,808,36,,56,38523,0.6809,14
141,UNIVERSITAS ANDALAS,SNBT,141026,11411026,KEBIDANAN,S1,Tidak Ada,kesehatan,0,0,35,2025,35,551,,608,550,36,,57,39985,0.6697,14
141,UNIVERSITAS ANDALAS,SNBT,141027,11411027,GIZI,S1,Tidak Ada,kesehatan,0,0,53,2021,40,968,,,,,,48,32548,0.6219,15
141,UNIVERSITAS ANDALAS,SNBT,141027,11411027,GIZI,S1,Tidak Ada,kesehatan,0,0,53,2022,48,993,,968,,40,,48,34782,0.6294,17
141,UNIVERSITAS ANDALAS,SNBT,141027,11411027,GIZI,S1,Tidak Ada,kesehatan,0,0,53,2023,42,1038,,993,968,48,,53,31579,0.6127,17
141,UNIVERSITAS ANDALAS,SNBT,141027,11411027,GIZI,S1,Tidak Ada,kesehatan,0,0,53,2024,42,861,,1038,993,42,,56,38523,0.6179,13
141,UNIVERSITAS ANDALAS,SNBT,141027,11411027,GIZI,S1,Tidak Ada,kesehatan,0,0,53,2025,53,1027,,861,1038,42,,57,39985,0.6426,18
141,UNIVERSITAS ANDALAS,SNBT,141028,11411028,PROTEKSI TANAMAN,S1,Tidak Ada,pertanian,0,0,79,2021,57,161,,,,,,48,32548,0.8634,8
141,UNIVERSITAS ANDALAS,SNBT,141028,11411028,PROTEKSI TANAMAN,S1,Tidak Ada,pertanian,0,0,79,2022,70,214,,161,,57,,48,34782,0.8458,6
141,UNIVERSITAS ANDALAS,SNBT,141028,11411028,PROTEKSI TANAMAN,S1,Tidak Ada,pertanian,0,0,79,2023,53,125,,214,161,70,,53,31579,0.76,7
141,UNIVERSITAS ANDALAS,SNBT,141028,11411028,PROTEKSI TANAMAN,S1,Tidak Ada,pertanian,0,0,79,2024,83,158,,125,214,53,,56,38523,0.7911,8
141,UNIVERSITAS ANDALAS,SNBT,141028,11411028,PROTEKSI TANAMAN,S1,Tidak Ada,pertanian,0,0,79,2025,77,175,,158,125,83,,57,39985,0.7943,8
141,UNIVERSITAS ANDALAS,SNBT,141029,11411029,PENYULUHAN PERTANIAN,S1,Tidak Ada,pertanian,0,0,22,2021,16,143,,,,,,48,32548,0.8881,6
141,UNIVERSITAS ANDALAS,SNBT,141029,11411029,PENYULUHAN PERTANIAN,S1,Tidak Ada,pertanian,0,0,22,2022,30,164,,143,,16,,48,34782,0.8232,7
141,UNIVERSITAS ANDALAS,SNBT,141029,11411029,PENYULUHAN PERTANIAN,S1,Tidak Ada,pertanian,0,0,22,2023,24,141,,164,143,30,,53,31579,0.8369,9
141,UNIVERSITAS ANDALAS,SNBT,141029,11411029,PENYULUHAN PERTANIAN,S1,Tidak Ada,pertanian,0,0,22,2024,23,145,,141,164,24,,56,38523,0.8414,6
141,UNIVERSITAS ANDALAS,SNBT,141029,11411029,PENYULUHAN PERTANIAN,S1,Tidak Ada,pertanian,0,0,22,2025,22,132,,145,141,23,,57,39985,0.8485,7
141,UNIVERSITAS ANDALAS,SNBT,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2021,34,272,,,,,,48,32548,0.8015,10
141,UNIVERSITAS ANDALAS,SNBT,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2022,32,287,,272,,34,,48,34782,0.8537,8
141,UNIVERSITAS ANDALAS,SNBT,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2023,35,203,,287,272,32,,53,31579,0.798,7
141,UNIVERSITAS ANDALAS,SNBT,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2024,43,202,,203,287,35,,56,38523,0.7574,8
141,UNIVERSITAS ANDALAS,SNBT,141030,11411030,TEKNOLOGI INDUSTRI PERTANIAN,S1,Tidak Ada,pertanian,0,0,40,2025,41,263,,202,203,43,,57,39985,0.7757,13
141,UNIVERSITAS ANDALAS,SNBT,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,20,2021,16,388,,,,,,48,32548,0.7242,14
141,UNIVERSITAS ANDALAS,SNBT,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,20,2022,20,675,,388,,16,,48,34782,0.717,18
141,UNIVERSITAS ANDALAS,SNBT,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,20,2023,18,408,,675,388,20,,53,31579,0.6765,16
141,UNIVERSITAS ANDALAS,SNBT,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,20,2024,18,341,,408,675,18,,56,38523,0.7507,14
141,UNIVERSITAS ANDALAS,SNBT,141031,11411031,ILMU BIOMEDIS,S1,Tidak Ada,kesehatan,0,0,20,2025,20,535,,341,408,18,,57,39985,0.7252,14
141,UNIVERSITAS ANDALAS,SNBT,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,65,2021,58,479,,,,,,48,32548,0.8225,16
141,UNIVERSITAS ANDALAS,SNBT,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,65,2022,60,574,,479,,58,,48,34782,0.8415,14
141,UNIVERSITAS ANDALAS,SNBT,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,65,2023,67,538,,574,479,60,,53,31579,0.8309,13
141,UNIVERSITAS ANDALAS,SNBT,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,65,2024,65,516,,538,574,67,,56,38523,0.8062,14
141,UNIVERSITAS ANDALAS,SNBT,141032,11411032,EKONOMI,S1,Tidak Ada,ekonomi,0,0,65,2025,65,489,,516,538,65,,57,39985,0.816,12
141,UNIVERSITAS ANDALAS,SNBT,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,227,2021,244,2117,,,,,,48,32548,0.7917,21
141,UNIVERSITAS ANDALAS,SNBT,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,227,2022,241,2201,,2117,,244,,48,34782,0.7697,21
141,UNIVERSITAS ANDALAS,SNBT,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,227,2023,225,2073,,2201,2117,241,,53,31579,0.7569,24
141,UNIVERSITAS ANDALAS,SNBT,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,227,2024,223,2175,,2073,2201,225,,56,38523,0.7789,21
141,UNIVERSITAS ANDALAS,SNBT,141033,11411033,HUKUM,S1,Tidak Ada,sosial_humaniora,0,0,227,2025,222,2248,,2175,2073,223,,57,39985,0.7518,22
141,UNIVERSITAS ANDALAS,SNBT,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,66,2021,37,172,,,,,,48,32548,0.7267,13
141,UNIVERSITAS ANDALAS,SNBT,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,66,2022,60,166,,172,,37,,48,34782,0.7349,11
141,UNIVERSITAS ANDALAS,SNBT,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,66,2023,53,121,,166,172,60,,53,31579,0.7686,9
141,UNIVERSITAS ANDALAS,SNBT,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,66,2024,58,100,,121,166,53,,56,38523,0.77,6
141,UNIVERSITAS ANDALAS,SNBT,141034,11411034,SEJARAH,S1,Tidak Ada,sosial_humaniora,0,0,66,2025,55,129,,100,121,58,,57,39985,0.7519,7
141,UNIVERSITAS ANDALAS,SNBT,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,46,2021,50,480,,,,,,48,32548,0.8333,11
141,UNIVERSITAS ANDALAS,SNBT,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,46,2022,50,430,,480,,50,,48,34782,0.8512,10
141,UNIVERSITAS ANDALAS,SNBT,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,46,2023,51,250,,430,480,50,,53,31579,0.796,10
141,UNIVERSITAS ANDALAS,SNBT,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,46,2024,51,228,,250,430,51,,56,38523,0.8421,11
141,UNIVERSITAS ANDALAS,SNBT,141035,11411035,SOSIOLOGI,S1,Tidak Ada,sosial_humaniora,0,0,46,2025,48,262,,228,250,51,,57,39985,0.8397,13
141,UNIVERSITAS ANDALAS,SNBT,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,43,2021,40,309,,,,,,48,32548,0.8026,10
141,UNIVERSITAS ANDALAS,SNBT,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,43,2022,41,296,,309,,40,,48,34782,0.8547,12
141,UNIVERSITAS ANDALAS,SNBT,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,43,2023,44,256,,296,309,41,,53,31579,0.75,13
141,UNIVERSITAS ANDALAS,SNBT,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,43,2024,43,246,,256,296,44,,56,38523,0.8252,8
141,UNIVERSITAS ANDALAS,SNBT,141036,11411036,ANTROPOLOGI SOSIAL,S1,Tidak Ada,sosial_humaniora,0,0,43,2025,42,199,,246,256,43,,57,39985,0.7889,9
141,UNIVERSITAS ANDALAS,SNBT,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,90,2021,68,1693,,,,,,48,32548,0.772,21
141,UNIVERSITAS ANDALAS,SNBT,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,90,2022,80,1821,,1693,,68,,48,34782,0.7979,19
141,UNIVERSITAS ANDALAS,SNBT,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,90,2023,91,1640,,1821,1693,80,,53,31579,0.764,18
141,UNIVERSITAS ANDALAS,SNBT,141037,11411037,MANAJEMEN,S1,Tidak Ada,ekonomi,0,0,90,2024,90,1746,,1640,1821,91,,56,38523,0.7944,18
